,Unnamed: 0.1,Unnamed: 0,name,title_english,title_japanese,type,source,producers,genre,studio,episodes,duration,rating,score,scored_by,rank,popularity,favorites,broadcast,premiered_season,premiered_year
1998,2797,11436,Yuri!!! on Ice,Yuri!!! On ICE,ユーリ!!! on ICE,TV,Original,Dentsu,Sports,MAPPA,12.0,23 min per ep,PG-13 - Teens 13 or older,8.14,186073.0,399.0,232.0,12182.0,Thursdays at 02:21 (JST),Fall,2016
2000,2799,11439,"Neko mo, Onda-ke",Cats are also on dhamak,猫も、オンダケ,TV,4-koma manga,Kadokawa Shoten,Slice of Life,Studio! Cucuri,12.0,1 min per ep,G - All Ages,4.82,59.0,9930.0,10822.0,0.0,Fridays at 15:50 (JST),Spring,2016
2001,2800,11440,Panpaka Pants W-O-New!,Pampaka pants w NEW!,パンパカパンツ WおNEW！,TV,Original,Shizuoka Broadcasting System,Comedy,DLE,26.0,5 min per ep,G - All Ages,4.28,18.0,12577.0,12336.0,0.0,Saturdays at 05:25 (JST),Spring,2016
2002,2801,11441,Mahou Shoujo Ikusei Keikaku,Magical Girl Raising Project,魔法少女育成計画,TV,Light novel,Genco,Action,Lerche,12.0,24 min per ep,R - 17+ (violence & profanity),7.1,40597.0,3292.0,980.0,491.0,Sundays at 00:00 (JST),Fall,2016
2003,2802,11445,Island,Island,ISLAND,TV,Visual novel,Crunchyroll SC Anime Fund,Sci-Fi,feel.,12.0,23 min per ep,PG-13 - Teens 13 or older,6.52,21676.0,5709.0,1330.0,216.0,Sundays at 22:00 (JST),Summer,2018
2004,2803,11447,Katsugeki/Touken Ranbu,Katsugeki Touken Ranbu,活撃／刀剣乱舞,TV,Card game,Aniplex,Action,ufotable,13.0,23 min per ep,PG-13 - Teens 13 or older,6.8,17006.0,4429.0,1207.0,330.0,Sundays at 00:30 (JST),Summer,2017
2005,2804,11448,Reikenzan: Eichi e no Shikaku,Qualification for Reikenyama wisdom,霊剣山 叡智への資格,TV,Light novel,Haoliners Animation League,Comedy,Studio Deen,12.0,24 min per ep,PG-13 - Teens 13 or older,7.04,10077.0,3527.0,2436.0,60.0,Sundays at 00:00 (JST),Winter,2017
2006,2805,11449,Ragnastrike Angels,Raguna Strike Angels,ラグナストライクエンジェルズ,TV,Game,Aniplex,Action,Satelight,12.0,30 sec per ep,PG-13 - Teens 13 or older,4.38,3561.0,10166.0,4067.0,11.0,Sundays at 00:56 (JST),Spring,2016
2007,2806,11450,Touken Ranbu: Hanamaru,Touken Ranbu - Hanamaru,刀剣乱舞-花丸-,TV,Game,Marvelous,Slice of Life,Doga Kobo,12.0,24 min per ep,PG-13 - Teens 13 or older,6.89,10992.0,4071.0,1592.0,395.0,Mondays at 00:00 (JST),Fall,2016
2008,2807,11453,Time Bokan 24,Time Bokan 24,タイムボカン24,TV,Original,Yomiuri Telecasting,Comedy,Tatsunoko Production,24.0,23 min per ep,PG-13 - Teens 13 or older,5.87,635.0,8094.0,6021.0,4.0,Saturdays at 17:30 (JST),Fall,2016
2009,2808,11454,Infini-T Force,Finally-t force,Infini-T Force,TV,Original,Yomiuri Telecasting,Action,Tatsunoko Production,12.0,22 min per ep,PG-13 - Teens 13 or older,6.59,1295.0,5398.0,4767.0,4.0,Wednesdays at 01:59 (JST),Fall,2017
2010,2810,11456,Shakunetsu no Takkyuu Musume,Scorching Ping Pong Girls,灼熱の卓球娘,TV,Web manga,TV Tokyo,Sports,Kinema Citrus,12.0,24 min per ep,PG-13 - Teens 13 or older,7.15,12222.0,3098.0,2366.0,105.0,Tuesdays at 01:35 (JST),Fall,2016
2012,2812,11464,Bubuki Buranki: Hoshi no Kyojin,BBK/BRNK: The Gentle Giants of the Galaxy,ブブキ・ブランキ 星の巨人,TV,Original,Dentsu,Action,SANZIGEN,12.0,23 min per ep,PG-13 - Teens 13 or older,6.95,7985.0,3833.0,2910.0,19.0,Saturdays at 21:30 (JST),Fall,2016
2014,2814,11469,Fate/Extra: Last Encore,Fate/Extra: Last Encore,Fate/EXTRA Last Encore,TV,Game,Aniplex,Action,Shaft,10.0,24 min per ep,R - 17+ (violence & profanity),6.44,30152.0,6021.0,998.0,289.0,Sundays at 00:00 (JST),Winter,2018
2015,2815,11473,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,機動戦士ガンダム 鉄血のオルフェンズ 第2期,TV,Original,Sotsu,Action,Sunrise,25.0,24 min per ep,R - 17+ (violence & profanity),8.27,32366.0,276.0,1428.0,804.0,Sundays at 17:00 (JST),Fall,2016
2016,2818,11493,Kemono Friends,Kemono Friends,けものフレンズ,TV,Game,TV Tokyo,Adventure,Yaoyorozu,12.0,24 min per ep,PG - Children,7.69,20274.0,1134.0,1604.0,877.0,Wednesdays at 01:35 (JST),Winter,2017
2017,2819,11495,WWW.Working!!,WWW.WAGNARIA!!,WWW.WORKING!!,TV,Web manga,Aniplex,Comedy,A-1 Pictures,13.0,23 min per ep,PG-13 - Teens 13 or older,7.53,43823.0,1591.0,1034.0,225.0,Saturdays at 23:30 (JST),Fall,2016
2019,2821,11504,Scared Rider Xechs,Scar Red Rider Zex,スカーレッドライダーゼクス,TV,Visual novel,Sotsu,Adventure,Satelight,12.0,24 min per ep,PG-13 - Teens 13 or older,5.3,2918.0,9340.0,3205.0,18.0,Wednesdays at 01:35 (JST),Summer,2016
2020,2822,11511,Koto Nakare Hero Gingerman,Hero Jinjaman,ことなかれヒーローじんじゃーまん,TV,Original,Amgakuin,Comedy,Kenji Studio,12.0,3 min per ep,G - All Ages,4.5,12.0,11808.0,13911.0,0.0,Mondays at 18:55 (JST),Winter,2009
2021,2823,11549,Battle Girl High School,Battle Girl High School,バトルガール ハイスクール,TV,Game,flying DOG,School,Silver Link.,12.0,23 min per ep,PG-13 - Teens 13 or older,5.9,3077.0,7975.0,3171.0,44.0,Mondays at 00:30 (JST),Summer,2017
2023,2826,11564,Fukumenkei Noise,Anonymous Noise,覆面系ノイズ,TV,Manga,Shogakukan Productions,Romance,Brain's Base,12.0,23 min per ep,PG-13 - Teens 13 or older,7.15,22400.0,3077.0,1475.0,419.0,Tuesdays at 23:00 (JST),Spring,2017
2024,2827,11567,Kobayashi-san Chi no Maid Dragon,Miss Kobayashi's Dragon Maid,小林さんちのメイドラゴン,TV,Manga,Lantis,Slice of Life,Kyoto Animation,13.0,24 min per ep,PG-13 - Teens 13 or older,8.17,244021.0,359.0,134.0,7684.0,Thursdays at 00:00 (JST),Winter,2017
2025,2828,11577,Fudanshi Koukou Seikatsu,The Highschool Life of a Fudanshi,腐男子高校生活,TV,Web manga,DAX Production,Comedy,EMT²,12.0,3 min per ep,PG-13 - Teens 13 or older,6.65,20728.0,5104.0,1897.0,74.0,Tuesdays at 22:55 (JST),Summer,2016
2026,2829,11588,Koneko no Chi: Ponponra Daibouken,Chi's Sweet Adventure,こねこのチー ポンポンらー大冒険,TV,Manga,Half H.P Studio,Slice of Life,Marza Animation Planet,51.0,12 min per ep,G - All Ages,6.9,823.0,4018.0,5139.0,15.0,Sundays at 07:00 (JST),Fall,2016
2027,2830,11589,Honobono Log,Fasting log,ほのぼのログ,TV,Picture book,NHK,Romance,Fanworks,10.0,2 min per ep,G - All Ages,7.47,14682.0,1772.0,2243.0,183.0,Not scheduled once per week,Spring,2016
2028,2832,11592,Ame-iro Cocoa in Hawaii,Rainy Cocoa in Hawaii,雨色ココア in Hawaii,TV,Digital manga,DAX Production,Slice of Life,EMT²,12.0,2 min per ep,PG-13 - Teens 13 or older,4.78,1024.0,9964.0,5570.0,5.0,Sundays at 22:25 (JST),Fall,2016
2029,2833,11595,Ajin 2nd Season,Ajin 2nd Cool,亜人 第2クール,TV,Manga,TOHO animation,Mystery,Polygon Pictures,13.0,24 min per ep,R - 17+ (violence & profanity),7.86,84439.0,778.0,614.0,417.0,Saturdays at 02:25 (JST),Fall,2016
2030,2834,11597,Saiki Kusuo no Ψ-nan,The Disastrous Life of Saiki K.,斉木楠雄のΨ難,TV,Manga,TV Tokyo,Supernatural,J.C.Staff,120.0,5 min per ep,PG-13 - Teens 13 or older,8.56,96459.0,83.0,404.0,5178.0,Not scheduled once per week,Summer,2016
2033,2839,11624,Peach Command Shin Momotarou Densetsu,Peach Command Shin -Momotaro Legend,PEACH COMMAND 新桃太郎伝説,TV,Game,TV Tokyo,Adventure,Knack Productions,24.0,25 min per ep,G - All Ages,6.47,19.0,12597.0,13557.0,0.0,Unknown,Fall,1990
2034,2841,11635,ACCA: 13-ku Kansatsu-ka,ACCA: 13-Territory Inspection Dept.,ACCA 13区監察課,TV,Manga,Bandai Visual,Drama,Madhouse,12.0,24 min per ep,PG-13 - Teens 13 or older,7.72,37584.0,1059.0,1076.0,667.0,Tuesdays at 23:00 (JST),Winter,2017
2035,2842,11638,Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,Time Travel Girl,タイムトラベル少女～マリ・ワカと8人の科学者たち～,TV,Book,TV Tokyo,Sci-Fi,WAO World,12.0,24 min per ep,PG - Children,6.57,4026.0,5506.0,3596.0,11.0,Saturdays at 07:00 (JST),Summer,2016
2036,2843,11645,Violet Evergarden,Violet Evergarden,ヴァイオレット・エヴァーガーデン,TV,Light novel,Lantis,Fantasy,Kyoto Animation,13.0,23 min per ep,PG-13 - Teens 13 or older,8.6,197624.0,76.0,108.0,11842.0,Thursdays at 00:00 (JST),Winter,2018
2042,2850,11673,Super Lovers 2,Super Lovers 2,SUPER LOVERS（スーパーラヴァーズ）  2,TV,Manga,Kadokawa Shoten,Slice of Life,Studio Deen,10.0,24 min per ep,PG-13 - Teens 13 or older,7.67,17225.0,1193.0,1979.0,281.0,Thursdays at 23:30 (JST),Winter,2017
2044,2852,11676,Hitori no Shita: The Outcast,Hitori no Shita - The Outcast,一人之下 THE OUTCAST,TV,Web manga,Haoliners Animation League,Action,Namu Animation,12.0,24 min per ep,R - 17+ (violence & profanity),6.78,24407.0,4507.0,1299.0,130.0,Saturdays at 21:00 (JST),Summer,2016
2045,2854,11681,Shuumatsu no Izetta,Izetta: The Last Witch,終末のイゼッタ,TV,Original,Shochiku,Action,Ajia-Do,12.0,25 min per ep,R - 17+ (violence & profanity),6.82,45777.0,4350.0,776.0,245.0,Saturdays at 23:00 (JST),Fall,2016
2046,2855,11682,Heybot!,HEYBOT!,ヘボット!,TV,Original,Bandai,Sci-Fi,Bandai Namco Pictures,50.0,23 min per ep,PG - Children,5.86,229.0,8106.0,8161.0,14.0,Sundays at 07:00 (JST),Fall,2016
2047,2856,11686,Piace: Watashi no Italian,Piacevole: My Italian Cooking,ピアシェ～私のイタリアン～,TV,Web manga,Pony Canyon,Comedy,Zero-G,12.0,4 min per ep,PG-13 - Teens 13 or older,5.9,5129.0,7998.0,3683.0,10.0,Wednesdays at 22:30 (JST),Winter,2017
2048,2857,11692,Bernard-jou Iwaku.,Miss Bernard said.,バーナード嬢曰く。,TV,Manga,DAX Production,School,Creators in Pack,12.0,3 min per ep,PG-13 - Teens 13 or older,6.02,6494.0,7653.0,3275.0,17.0,Fridays at 01:00 (JST),Fall,2016
2049,2858,11694,Tokyo Futago Athletic,Tokyo Twins Athletic Tournament,東京ふたごアスレチック,TV,Original,TC Entertainment,Comedy,Ripromo,8.0,6 min per ep,G - All Ages,6.97,29.0,13376.0,11392.0,0.0,Unknown,Winter,2017
2050,2859,11696,Busou Shoujo Machiavellianism,Armed Girl's Machiavellism,武装少女マキャヴェリズム,TV,Manga,Media Factory,Comedy,Silver Link.,12.0,23 min per ep,PG-13 - Teens 13 or older,7.12,80113.0,3185.0,589.0,472.0,Wednesdays at 23:00 (JST),Spring,2017
2051,2860,11697,UQ Holder!: Mahou Sensei Negima! 2,UQ Holder!,UQ HOLDER! ～魔法先生ネギま！2～,TV,Manga,Kodansha,Action,J.C.Staff,12.0,23 min per ep,PG-13 - Teens 13 or older,7.15,29075.0,3107.0,1148.0,203.0,Tuesdays at 00:00 (JST),Fall,2017
2052,2861,11702,Boku no Hero Academia 2nd Season,My Hero Academia 2,僕のヒーローアカデミア 2ndシーズン,TV,Manga,Dentsu,School,Bones,25.0,23 min per ep,PG-13 - Teens 13 or older,8.71,484160.0,42.0,43.0,14199.0,Saturdays at 17:30 (JST),Spring,2017
2053,2862,11703,Masamune-kun no Revenge,Masamune-kun's Revenge,政宗くんのリベンジ,TV,Manga,Sotsu,Comedy,Silver Link.,12.0,24 min per ep,PG-13 - Teens 13 or older,7.02,184823.0,3600.0,206.0,1856.0,Thursdays at 22:30 (JST),Winter,2017
2054,2863,11704,Little Witch Academia (TV),Little Witch Academia,リトルウィッチアカデミア,TV,Original,Ultra Super Pictures,Comedy,Trigger,25.0,24 min per ep,PG - Children,8.09,120341.0,455.0,287.0,4325.0,Mondays at 00:00 (JST),Winter,2017
2055,2864,11705,Kaitou Joker 4th Season,JOKER 4th Season,怪盗ジョーカー シーズン,TV,Manga,Shogakukan Productions,Comedy,Shin-Ei Animation,13.0,24 min per ep,PG - Children,7.42,815.0,1967.0,7024.0,17.0,Mondays at 19:00 (JST),Fall,2016
2056,2865,11712,Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,WorldEnd: What do you do at the end of the world? Are you busy? Will you save us?,終末なにしてますか？忙しいですか？救ってもらっていいですか？,TV,Light novel,Lantis,Romance,Satelight,12.0,24 min per ep,PG-13 - Teens 13 or older,7.84,85645.0,827.0,516.0,2235.0,Tuesdays at 23:30 (JST),Spring,2017
2057,2866,11714,Ao no Exorcist: Kyoto Fujouou-hen,Blue Exorcist: Kyoto Saga,青の祓魔師 京都不浄王篇,TV,Manga,Aniplex,Action,A-1 Pictures,12.0,24 min per ep,PG-13 - Teens 13 or older,7.66,147709.0,1204.0,249.0,1027.0,Saturdays at 01:55 (JST),Winter,2017
2058,2868,11732,Twin Angel Break,Twin Angels Break,ツインエンジェルBREAK,TV,Game,Media Factory,Drama,J.C.Staff,12.0,23 min per ep,PG-13 - Teens 13 or older,5.93,2064.0,7915.0,4110.0,8.0,Fridays at 22:00 (JST),Spring,2017
2059,2870,11741,Bishoujo Yuugi Unit Crane Game Girls Galaxy,Crane Game Girls Galaxy,美少女遊戯ユニット クレーンゲールギャラクシー,TV,Original,Pony Canyon Enterprise,Comedy,Kyotoma,12.0,13 min per ep,PG - Children,4.78,926.0,9967.0,6957.0,1.0,Wednesdays at 22:00 (JST),Fall,2016
2060,2871,11779,Hitorijime My Hero,Hitorijime My Hero,ひとりじめマイヒーロー,TV,Manga,Sotsu,Romance,Encourage Films,12.0,24 min per ep,PG-13 - Teens 13 or older,7.61,21174.0,1339.0,1653.0,624.0,Sundays at 01:30 (JST),Summer,2017
2061,2872,11785,Soushin Shoujo Matoi,Matoi the Sacred Slayer,装神少女まとい,TV,Original,Bandai Visual,Supernatural,White Fox,12.0,24 min per ep,PG-13 - Teens 13 or older,6.76,6013.0,4642.0,2925.0,28.0,Tuesdays at 23:00 (JST),Fall,2016
2065,2877,11837,Fuuka,Fuuka,風夏,TV,Manga,Studio Tulip,Drama,Diomedea,12.0,24 min per ep,R+ - Mild Nudity,6.71,71045.0,4844.0,613.0,653.0,Fridays at 22:00 (JST),Winter,2017
2066,2878,11839,Anitore! XX: Hitotsu Yane no Shita de,Anime de Training! Xx,あにトレ! XX~ひとつ屋根の下で~,TV,Original,F.M.F,Sports,Rising Force,12.0,4 min per ep,PG-13 - Teens 13 or older,5.68,4016.0,8538.0,3922.0,7.0,Wednesdays at 22:43 (JST),Fall,2016
2067,2880,11855,Cheating Craft,Cheating Craft,チーティングクラフト,TV,Novel,Haoliners Animation League,Action,Blade,12.0,12 min per ep,PG-13 - Teens 13 or older,5.54,13851.0,8849.0,1879.0,35.0,Wednesdays at 18:30 (JST),Fall,2016
2068,2881,11858,Soul Buster,Soul Buster,侍霊演武[ソウルバスター],TV,Manga,MAGES.,Action,Studio Pierrot,12.0,13 min per ep,PG-13 - Teens 13 or older,5.89,5021.0,8034.0,3128.0,14.0,Tuesdays at 18:30 (JST),Fall,2016
2073,2886,11877,Teekyuu 8,Teekyu 8,てーきゅう 8期,TV,Manga,DAX Production,Shounen,Millepensee,12.0,2 min per ep,PG-13 - Teens 13 or older,6.76,4613.0,4645.0,4130.0,12.0,Wednesdays at 22:30 (JST),Fall,2016
2074,2887,11878,Ao Oni The Animation,Aooni The Blue Monster,あおおに ～じ・あにめぇしょん～,TV,Game,DAX Production,Comedy,Studio Deen,13.0,3 min per ep,PG-13 - Teens 13 or older,5.24,5883.0,9424.0,3557.0,9.0,Mondays at 02:05 (JST),Fall,2016
2075,2888,11890,Sin: Nanatsu no Taizai,Seven Mortal Sins,sin 七つの大罪,TV,Other,Genco,Ecchi,Artland,12.0,23 min per ep,R+ - Mild Nudity,5.73,20898.0,8432.0,1176.0,202.0,Saturdays at 00:00 (JST),Spring,2017
2076,2889,11892,Seiren,Seiren,セイレン,TV,Original,Pony Canyon,Romance,Studio Gokumi,12.0,24 min per ep,PG-13 - Teens 13 or older,6.37,42960.0,6350.0,850.0,295.0,Fridays at 02:28 (JST),Winter,2017
2077,2890,11894,Kabuki-bu!,Kabukibu!,カブキブ！,TV,Novel,Shochiku,School,Studio Deen,12.0,24 min per ep,PG-13 - Teens 13 or older,6.63,3617.0,5211.0,3430.0,18.0,Fridays at 02:28 (JST),Spring,2017
2078,2892,11900,Nil Admirari no Tenbin,The Scales of Nil Admirari ~The Mysterious Story of Teito~,ニル・アドミラリの天秤,TV,Visual novel,Pony Canyon,Fantasy,Zero-G,12.0,23 min per ep,PG-13 - Teens 13 or older,6.6,4251.0,5363.0,2839.0,80.0,Sundays at 22:00 (JST),Spring,2018
2079,2893,11936,Saredo Tsumibito wa Ryuu to Odoru,Dances with the Dragons,されど罪人は竜と踊る,TV,Light novel,TBS,Action,Seven Arcs Pictures,12.0,23 min per ep,R - 17+ (violence & profanity),5.92,6863.0,7937.0,2001.0,38.0,Fridays at 01:58 (JST),Spring,2018
2081,2895,11974,Hinako Note,Hinako Note,ひなこのーと,TV,4-koma manga,Media Factory,Slice of Life,Passione,12.0,23 min per ep,PG-13 - Teens 13 or older,6.8,17199.0,4428.0,1544.0,119.0,Fridays at 21:00 (JST),Spring,2017
2082,2896,11982,Yume Oukoku to Nemureru 100-nin no Ouji-sama,100 Sleeping Princes and the Kingdom of Dreams,夢王国と眠れる100人の王子様,TV,Game,dugout,Adventure,Project No.9,12.0,23 min per ep,PG-13 - Teens 13 or older,5.97,1794.0,7824.0,3997.0,28.0,Thursdays at 22:30 (JST),Summer,2018
2084,2899,11993,Bloodivores,Bloodivores,BLOODIVORES,TV,Web manga,Emon,Supernatural,Creators in Pack,12.0,24 min per ep,R - 17+ (violence & profanity),5.65,24343.0,8623.0,1381.0,78.0,Saturdays at 21:00 (JST),Fall,2016
2085,2900,11995,Demi-chan wa Kataritai,Interviews With Monster Girls,亜人ちゃんは語りたい,TV,Manga,Aniplex,School,A-1 Pictures,12.0,23 min per ep,PG-13 - Teens 13 or older,7.74,110145.0,1009.0,411.0,984.0,Sundays at 00:00 (JST),Winter,2017
2086,2901,12006,To Be Hero,TO BE HERO,TO BE HERO,TV,Original,Emon,Comedy,Haoliners Animation League,12.0,11 min per ep,PG-13 - Teens 13 or older,7.03,16526.0,3577.0,2062.0,99.0,Wednesdays at 18:45 (JST),Fall,2016
2087,2902,12007,Isekai Shokudou,Restaurant to Another World,異世界食堂,TV,Light novel,TV Tokyo,Comedy,Silver Link.,12.0,23 min per ep,PG-13 - Teens 13 or older,7.39,44546.0,2099.0,939.0,281.0,Tuesdays at 01:35 (JST),Summer,2017
2088,2904,12012,Tsugumomo,Tsugumomo,つぐもも,TV,Manga,Animax,Supernatural,Zero-G,12.0,24 min per ep,R+ - Mild Nudity,7.12,28804.0,3223.0,1278.0,179.0,Sundays at 23:30 (JST),Spring,2017
2090,2906,12025,Akiba's Trip The Animation,Akiba's Trip The Animation,AKIBA'S TRIP THE ANIMATION,TV,Game,AT-X,Action,Gonzo,13.0,23 min per ep,PG-13 - Teens 13 or older,6.7,32150.0,4875.0,1105.0,203.0,Wednesdays at 22:30 (JST),Winter,2017
2091,2907,12026,100% Pascal-sensei (TV),100% Teacher Pascal,100%パスカル先生 (TV),TV,Manga,Dentsu,Comedy,OLM,36.0,12 min per ep,PG - Children,5.64,396.0,8640.0,7763.0,2.0,Saturdays at 06:30 (JST),Spring,2017
2093,2909,12029,Uchouten Kazoku 2,The Eccentric Family 2,有頂天家族2,TV,Novel,Lantis,Fantasy,P.A. Works,12.0,23 min per ep,PG-13 - Teens 13 or older,8.2,15004.0,328.0,2007.0,184.0,Sundays at 22:00 (JST),Spring,2017
2097,2914,12040,Sakurada Reset,Sagrada Reset,サクラダリセット,TV,Light novel,Media Factory,Mystery,David Production,24.0,25 min per ep,PG-13 - Teens 13 or older,7.41,20958.0,2033.0,1043.0,368.0,Wednesdays at 23:30 (JST),Spring,2017
2099,2916,12043,Kyoukai no Rinne 3rd Season,RIN-NE,境界のRINNE 第3シリーズ,TV,Manga,Shogakukan Productions,Comedy,Brain's Base,25.0,24 min per ep,PG-13 - Teens 13 or older,7.11,4187.0,3249.0,3396.0,17.0,Saturdays at 17:35 (JST),Spring,2017
2100,2917,12058,Rewrite 2nd Season,Rewrite: Moon and Terra,Rewrite 2ndシーズン,TV,Visual novel,Aniplex,Supernatural,8bit,11.0,24 min per ep,PG-13 - Teens 13 or older,7.43,28344.0,1932.0,1356.0,359.0,Saturdays at 23:30 (JST),Winter,2017
2101,2919,12063,Nyanko Days,Nyanko Days,にゃんこデイズ,TV,4-koma manga,Quatre Stella,Slice of Life,EMT²,12.0,2 min per ep,PG-13 - Teens 13 or older,6.66,18787.0,5069.0,1946.0,97.0,Sundays at 22:25 (JST),Winter,2017
2102,2920,12077,Zero kara Hajimeru Mahou no Sho,Magical book starting from zero,ゼロから始める魔法の書,TV,Light novel,Lantis,Fantasy,White Fox,12.0,24 min per ep,PG-13 - Teens 13 or older,7.2,67284.0,2884.0,634.0,456.0,Mondays at 23:30 (JST),Spring,2017
2104,2929,12123,Cinderella Girls Gekijou,THE IDOLM@STER CINDERELLA GIRLS Theater,シンデレラガールズ劇場,TV,4-koma manga,Frontier Works,Slice of Life,Gathering,13.0,3 min per ep,PG-13 - Teens 13 or older,6.59,3617.0,5384.0,3725.0,18.0,Tuesdays at 21:55 (JST),Spring,2017
2105,2930,12127,Oushitsu Kyoushi Heine,The Royal Tutor,王室教師ハイネ,TV,Manga,TV Tokyo,Slice of Life,Bridge,12.0,23 min per ep,PG-13 - Teens 13 or older,7.58,29227.0,1436.0,1335.0,496.0,Wednesdays at 02:05 (JST),Spring,2017
2106,2931,12131,Grancrest Senki,Record of Grancrest War,グランクレスト戦記,TV,Light novel,Aniplex,Romance,A-1 Pictures,24.0,23 min per ep,R - 17+ (violence & profanity),7.3,38443.0,2463.0,805.0,441.0,Saturdays at 00:00 (JST),Winter,2018
2107,2932,12132,Gamers!,Gamers!,ゲーマーズ！,TV,Light novel,Sony Pictures Entertainment,School,Pine Jam,12.0,24 min per ep,PG-13 - Teens 13 or older,7.19,143853.0,2902.0,296.0,1323.0,Thursdays at 21:00 (JST),Summer,2017
2108,2933,12133,High School DxD Hero,High School DXD HERO,ハイスクールDxD HERO,TV,Light novel,AT-X,School,Passione,12.0,23 min per ep,R+ - Mild Nudity,7.51,54898.0,1639.0,603.0,1365.0,Tuesdays at 23:00 (JST),Spring,2018
2109,2934,12135,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,Yuki Yuna is a Hero: The Washio Sumi Chapter,結城友奈は勇者である -鷲尾須美の章-,TV,Light novel,Dentsu,Slice of Life,Studio Gokumi,6.0,24 min per ep,PG-13 - Teens 13 or older,7.67,7714.0,1201.0,2592.0,105.0,Fridays at 01:55 (JST),Fall,2017
2110,2935,12137,Schoolgirl Strikers: Animation Channel,School Girl Strikers Animation Channel,スクールガールストライカーズ Animation Channel,TV,Game,Square Enix,Sci-Fi,J.C.Staff,13.0,24 min per ep,PG-13 - Teens 13 or older,5.72,3630.0,8460.0,3295.0,21.0,Saturdays at 00:30 (JST),Winter,2017
2111,2937,12140,Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends,Ai-Mai-Mi Surgical Friends,ちょぼらうにょぽみ劇場第三幕『あいまいみー～Surgical Friends～』,TV,4-koma manga,Dream Creation,Comedy,Seven,12.0,3 min per ep,PG-13 - Teens 13 or older,6.14,2774.0,7257.0,4728.0,15.0,Tuesdays at 23:30 (JST),Winter,2017
2112,2940,12161,Lost Song,LOST SONG,LOST SONG,TV,Original,Ultra Super Pictures,Drama,Dwango,12.0,23 min per ep,PG-13 - Teens 13 or older,7.29,3887.0,2512.0,3517.0,77.0,Sundays at 01:30 (JST),Spring,2018
2113,2941,12167,Alice to Zouroku,Alice & Zoroku,アリスと蔵六,TV,Manga,Bandai Visual,Mystery,J.C.Staff,12.0,23 min per ep,PG-13 - Teens 13 or older,7.19,30396.0,2887.0,1171.0,165.0,Sundays at 22:30 (JST),Spring,2017
